"X","Y","Z","ReturnNumber","NumberOfReturns","Classification"
309257.700,6143475.930,459.100,4.000,4.000,2.000
309258.290,6143475.250,465.450,1.000,2.000,5.000
309258.000,6143475.500,462.360,2.000,2.000,5.000
309258.310,6143475.070,465.740,1.000,3.000,5.000
309258.220,6143475.150,464.770,2.000,3.000,5.000
309257.980,6143475.370,462.190,3.000,3.000,5.000
309258.290,6143474.930,465.620,1.000,3.000,5.000
309257.960,6143475.210,462.110,2.000,3.000,5.000
309257.670,6143475.460,459.070,3.000,3.000,2.000
309258.290,6143474.770,465.750,1.000,2.000,5.000
309257.910,6143475.080,461.730,2.000,2.000,5.000
309258.280,6143474.610,465.710,1.000,3.000,5.000
309257.970,6143474.880,462.400,2.000,3.000,5.000
309257.650,6143475.150,459.040,3.000,3.000,2.000
309258.310,6143474.430,466.080,1.000,2.000,5.000
309258.110,6143474.590,464.070,2.000,2.000,5.000
309258.300,6143474.280,466.140,1.000,3.000,5.000
309257.900,6143474.590,461.950,2.000,3.000,5.000
309257.620,6143474.830,458.940,3.000,3.000,2.000
309258.300,6143474.110,466.280,1.000,3.000,5.000
309258.010,6143474.350,463.170,2.000,3.000,5.000
309257.600,6143474.680,458.860,3.000,3.000,2.000
309258.330,6143473.920,466.670,1.000,3.000,5.000
309257.990,6143474.200,463.030,2.000,3.000,5.000
309257.580,6143474.520,458.810,3.000,3.000,2.000
309258.320,6143473.770,466.680,1.000,3.000,5.000
309258.010,6143474.020,463.370,2.000,3.000,5.000
309257.570,6143474.370,458.740,3.000,3.000,2.000
309258.320,6143473.610,466.760,1.000,4.000,5.000
309258.140,6143473.750,464.900,2.000,4.000,5.000
309258.000,6143473.860,463.380,3.000,4.000,5.000
309257.560,6143474.210,458.730,4.000,4.000,2.000
309258.390,6143473.400,467.590,1.000,4.000,5.000
309258.100,6143473.620,464.520,2.000,4.000,5.000
309257.990,6143473.710,463.410,3.000,4.000,5.000
309257.550,6143474.050,458.750,4.000,4.000,2.000
309258.380,6143473.250,467.580,1.000,2.000,5.000
309258.110,6143473.460,464.730,2.000,2.000,5.000
309258.350,6143473.120,467.370,1.000,2.000,5.000
309258.140,6143473.270,465.140,2.000,2.000,5.000
309258.330,6143472.970,467.300,1.000,2.000,5.000
309258.130,6143473.120,465.170,2.000,2.000,5.000
309258.390,6143472.770,467.960,1.000,3.000,5.000
309258.230,6143472.890,466.280,2.000,3.000,5.000
309258.120,6143472.970,465.140,3.000,3.000,5.000
309258.350,6143472.630,467.720,1.000,2.000,5.000
309258.020,6143472.880,464.170,2.000,2.000,5.000
309258.260,6143472.540,466.840,1.000,4.000,5.000
309258.130,6143472.630,465.480,2.000,4.000,5.000
309257.950,6143472.760,463.640,3.000,4.000,5.000
309257.470,6143473.100,458.570,4.000,4.000,2.000
309258.280,6143472.370,467.150,1.000,4.000,5.000
309258.190,6143472.440,466.200,2.000,4.000,5.000
309258.030,6143472.540,464.550,3.000,4.000,5.000
309257.880,6143472.650,462.990,4.000,4.000,5.000
309258.200,6143472.270,466.390,1.000,4.000,5.000
309258.080,6143472.350,465.190,2.000,4.000,5.000
309258.050,6143472.370,464.800,3.000,4.000,5.000
309257.440,6143472.790,458.490,4.000,4.000,2.000
309258.310,6143472.040,467.610,1.000,3.000,5.000
309258.040,6143472.220,464.790,2.000,3.000,5.000
309257.430,6143472.630,458.440,3.000,3.000,2.000
309258.300,6143471.890,467.610,1.000,1.000,5.000
309258.280,6143471.750,467.490,1.000,4.000,5.000
309258.080,6143471.860,465.510,2.000,4.000,5.000
309257.580,6143472.200,460.290,3.000,4.000,1.000
309257.400,6143472.310,458.380,4.000,4.000,2.000
309258.040,6143471.740,465.150,1.000,4.000,5.000
309257.980,6143471.780,464.470,2.000,4.000,5.000
309257.590,6143472.020,460.440,3.000,4.000,5.000
309257.390,6143472.160,458.340,4.000,4.000,2.000
309258.040,6143471.570,465.300,1.000,4.000,5.000
309257.730,6143471.780,462.030,2.000,4.000,5.000
309257.640,6143471.830,461.090,3.000,4.000,5.000
309257.380,6143471.990,458.360,4.000,4.000,2.000
309257.640,6143471.660,461.190,1.000,2.000,5.000
309257.370,6143471.840,458.330,2.000,2.000,2.000
309257.930,6143471.320,464.340,1.000,3.000,5.000
309257.700,6143471.470,461.920,2.000,3.000,5.000
309257.350,6143471.690,458.270,3.000,3.000,2.000
309257.780,6143471.260,462.850,1.000,2.000,5.000
309257.340,6143471.530,458.250,2.000,2.000,2.000
309257.750,6143471.110,462.660,1.000,2.000,5.000
309257.330,6143471.360,458.280,2.000,2.000,2.000
309257.770,6143470.940,463.000,1.000,3.000,5.000
309257.590,6143471.040,461.110,2.000,3.000,5.000
309257.320,6143471.200,458.270,3.000,3.000,2.000
309257.790,6143470.760,463.230,1.000,1.000,5.000
309257.750,6143470.630,462.960,1.000,4.000,5.000
309257.680,6143470.670,462.190,2.000,4.000,5.000
309257.500,6143470.770,460.380,3.000,4.000,5.000
309257.290,6143470.900,458.160,4.000,4.000,2.000
309257.700,6143470.490,462.560,1.000,3.000,5.000
309257.670,6143470.510,462.180,2.000,3.000,5.000
309257.270,6143470.730,458.130,3.000,3.000,2.000
309258.050,6143470.140,466.260,1.000,3.000,5.000
309257.710,6143470.320,462.760,2.000,3.000,5.000
309257.250,6143470.580,458.000,3.000,3.000,2.000
309258.040,6143469.980,466.300,1.000,3.000,5.000
309257.720,6143470.160,462.900,2.000,3.000,5.000
309257.240,6143470.420,458.010,3.000,3.000,2.000
309258.050,6143469.820,466.410,1.000,4.000,5.000
309257.700,6143470.010,462.840,2.000,4.000,5.000
309257.610,6143470.060,461.960,3.000,4.000,5.000
309257.230,6143470.260,457.930,4.000,4.000,2.000
309258.050,6143469.670,466.540,1.000,3.000,5.000
309257.670,6143469.870,462.630,2.000,3.000,5.000
309257.210,6143470.100,457.900,3.000,3.000,2.000
309258.040,6143469.520,466.550,1.000,3.000,5.000
309257.690,6143469.700,462.930,2.000,3.000,5.000
309257.200,6143469.940,457.900,3.000,3.000,2.000
309258.050,6143469.360,466.650,1.000,2.000,5.000
309257.200,6143469.790,457.840,2.000,2.000,2.000
309258.020,6143469.210,466.480,1.000,2.000,5.000
309257.180,6143469.630,457.820,2.000,2.000,2.000
309258.020,6143469.060,466.590,1.000,2.000,5.000
309257.170,6143469.470,457.810,2.000,2.000,2.000
309258.020,6143468.900,466.630,1.000,2.000,5.000
309257.160,6143469.310,457.750,2.000,2.000,2.000
309258.010,6143468.750,466.630,1.000,2.000,5.000
309257.150,6143469.150,457.800,2.000,2.000,2.000
309257.980,6143468.610,466.420,1.000,2.000,5.000
309257.140,6143468.990,457.750,2.000,2.000,2.000
309257.750,6143468.560,464.200,1.000,2.000,5.000
309257.120,6143468.840,457.670,2.000,2.000,2.000
309257.990,6143468.290,466.720,1.000,2.000,5.000
309257.110,6143468.670,457.680,2.000,2.000,2.000
309257.970,6143468.140,466.620,1.000,2.000,5.000
309257.090,6143468.520,457.620,2.000,2.000,2.000
309257.950,6143467.990,466.570,1.000,2.000,5.000
309257.080,6143468.360,457.630,2.000,2.000,2.000
309257.980,6143467.820,466.950,1.000,2.000,5.000
309257.080,6143468.200,457.640,2.000,2.000,2.000
309257.950,6143467.680,466.770,1.000,2.000,5.000
309257.070,6143468.030,457.690,2.000,2.000,2.000
309257.840,6143467.570,465.710,1.000,2.000,5.000
309257.060,6143467.880,457.700,2.000,2.000,2.000
309257.850,6143467.410,465.890,1.000,2.000,5.000
309257.050,6143467.720,457.680,2.000,2.000,2.000
309257.950,6143467.220,467.050,1.000,2.000,5.000
309257.050,6143467.550,457.760,2.000,2.000,2.000
309257.940,6143467.060,467.030,1.000,2.000,5.000
309257.040,6143467.390,457.790,2.000,2.000,2.000
309257.940,6143466.910,467.110,1.000,2.000,5.000
309257.030,6143467.240,457.760,2.000,2.000,2.000
309257.940,6143466.750,467.250,1.000,2.000,5.000
309257.020,6143467.060,457.770,2.000,2.000,2.000
309257.940,6143466.600,467.310,1.000,2.000,5.000
309257.010,6143466.910,457.750,2.000,2.000,2.000
309257.930,6143466.450,467.280,1.000,2.000,5.000
309256.990,6143466.760,457.740,2.000,2.000,2.000
309257.900,6143466.310,467.100,1.000,3.000,5.000
309257.700,6143466.370,465.080,2.000,3.000,5.000
309256.980,6143466.590,457.710,3.000,3.000,2.000
309257.830,6143466.170,466.470,1.000,2.000,5.000
309256.970,6143466.430,457.690,2.000,2.000,2.000
309257.860,6143466.010,466.900,1.000,2.000,5.000
309256.960,6143466.270,457.750,2.000,2.000,2.000
309257.850,6143465.860,466.830,1.000,2.000,5.000
309256.950,6143466.110,457.690,2.000,2.000,2.000
309257.810,6143465.710,466.610,1.000,2.000,5.000
309257.540,6143465.790,463.850,2.000,2.000,5.000
309257.800,6143465.560,466.610,1.000,2.000,5.000
309256.910,6143465.800,457.490,2.000,2.000,2.000
309257.780,6143465.410,466.430,1.000,2.000,5.000
309256.890,6143465.650,457.390,2.000,2.000,2.000
309257.780,6143465.260,466.590,1.000,3.000,5.000
309257.330,6143465.360,462.010,2.000,3.000,5.000
309256.870,6143465.490,457.300,3.000,3.000,2.000
309257.770,6143465.100,466.550,1.000,2.000,5.000
309256.860,6143465.330,457.280,2.000,2.000,2.000
309257.760,6143464.950,466.590,1.000,3.000,5.000
309257.310,6143465.050,461.990,2.000,3.000,5.000
309256.840,6143465.160,457.170,3.000,3.000,2.000
309257.760,6143464.800,466.600,1.000,3.000,5.000
309257.340,6143464.900,462.350,2.000,3.000,5.000
309256.820,6143465.000,457.070,3.000,3.000,2.000
309257.730,6143464.650,466.390,1.000,3.000,5.000
309257.200,6143464.760,461.090,2.000,3.000,5.000
309256.800,6143464.850,457.010,3.000,3.000,2.000
309256.790,6143464.690,457.000,1.000,1.000,2.000
309257.640,6143464.360,465.780,1.000,3.000,5.000
309257.170,6143464.450,460.950,2.000,3.000,5.000
309256.770,6143464.530,456.890,3.000,3.000,2.000
309257.650,6143464.210,465.930,1.000,2.000,5.000
309256.750,6143464.370,456.810,2.000,2.000,2.000
309257.640,6143464.050,465.920,1.000,2.000,5.000
309256.850,6143464.190,457.920,2.000,2.000,1.000
309257.640,6143463.900,465.990,1.000,3.000,5.000
309256.840,6143464.030,457.910,2.000,3.000,1.000
309256.720,6143464.050,456.680,3.000,3.000,2.000
309257.640,6143463.740,466.090,1.000,3.000,5.000
309257.270,6143463.800,462.350,2.000,3.000,5.000
309256.700,6143463.890,456.600,3.000,3.000,2.000
309257.560,6143463.600,465.420,1.000,2.000,5.000
309256.780,6143463.720,457.570,2.000,2.000,1.000
309257.640,6143463.430,466.300,1.000,2.000,5.000
309256.670,6143463.570,456.480,2.000,2.000,2.000
309257.630,6143463.280,466.320,1.000,2.000,5.000
309256.650,6143463.410,456.450,2.000,2.000,2.000
309256.640,6143463.240,456.450,1.000,1.000,2.000
309256.710,6143463.080,457.240,1.000,2.000,1.000
309256.640,6143463.090,456.510,2.000,2.000,1.000
309256.630,6143462.930,456.490,1.000,1.000,1.000
309257.510,6143462.680,465.460,1.000,2.000,5.000
309256.630,6143462.760,456.590,2.000,2.000,1.000
309256.640,6143462.600,456.830,1.000,1.000,1.000
309257.540,6143462.370,465.950,1.000,3.000,5.000
309257.170,6143462.400,462.270,2.000,3.000,5.000
309256.660,6143462.440,457.130,3.000,3.000,1.000
309257.550,6143462.210,466.160,1.000,2.000,5.000
309256.640,6143462.280,457.080,2.000,2.000,1.000
309256.610,6143462.120,456.820,1.000,1.000,1.000
309256.680,6143461.950,457.690,1.000,2.000,1.000
309256.570,6143461.960,456.550,2.000,2.000,1.000
309256.550,6143461.800,456.460,1.000,1.000,1.000
309257.290,6143461.610,463.980,1.000,2.000,5.000
309256.560,6143461.640,456.640,2.000,2.000,1.000
309257.210,6143461.460,463.290,1.000,2.000,5.000
309256.500,6143461.480,456.200,2.000,2.000,1.000
309257.280,6143461.310,464.030,1.000,3.000,5.000
309257.180,6143461.310,463.020,2.000,3.000,5.000
309256.520,6143461.320,456.490,3.000,3.000,1.000
309256.510,6143461.150,456.430,1.000,1.000,1.000
309256.900,6143461.000,460.490,1.000,2.000,5.000
309256.480,6143461.000,456.270,2.000,2.000,1.000
309256.900,6143460.840,460.570,1.000,2.000,5.000
309256.460,6143460.840,456.200,2.000,2.000,1.000
309257.420,6143460.700,465.730,1.000,3.000,5.000
309256.910,6143460.690,460.640,2.000,3.000,5.000
309256.460,6143460.680,456.180,3.000,3.000,1.000
309257.400,6143460.550,465.630,1.000,3.000,5.000
309256.910,6143460.530,460.810,2.000,3.000,5.000
309256.440,6143460.520,456.100,3.000,3.000,1.000
309256.440,6143460.360,456.130,1.000,1.000,1.000
309256.720,6143460.210,459.110,1.000,2.000,5.000
309256.420,6143460.200,456.120,2.000,2.000,1.000
309256.710,6143460.050,459.090,1.000,2.000,5.000
309256.400,6143460.030,455.940,2.000,2.000,2.000
309257.170,6143459.930,463.770,1.000,2.000,5.000
309256.380,6143459.880,455.880,2.000,2.000,2.000
309257.150,6143459.770,463.610,1.000,2.000,5.000
309256.370,6143459.710,455.830,2.000,2.000,2.000
309257.140,6143459.620,463.630,1.000,2.000,5.000
309256.340,6143459.550,455.680,2.000,2.000,2.000
309256.330,6143459.380,455.660,1.000,1.000,2.000
309257.080,6143459.300,463.280,1.000,2.000,5.000
309256.310,6143459.230,455.630,2.000,2.000,2.000
309257.280,6143459.170,465.300,1.000,2.000,5.000
309256.300,6143459.060,455.590,2.000,2.000,2.000
309257.260,6143459.010,465.270,1.000,2.000,5.000
309256.870,6143458.970,461.360,2.000,2.000,5.000
309257.270,6143458.870,465.420,1.000,2.000,5.000
309256.270,6143458.740,455.520,2.000,2.000,2.000
309257.240,6143458.710,465.220,1.000,2.000,5.000
309256.270,6143458.580,455.570,2.000,2.000,2.000
309257.250,6143458.560,465.370,1.000,2.000,5.000
309256.250,6143458.410,455.480,2.000,2.000,2.000
309257.220,6143458.400,465.170,1.000,3.000,5.000
309256.450,6143458.290,457.600,2.000,3.000,5.000
309256.230,6143458.250,455.430,3.000,3.000,2.000
309257.280,6143458.260,465.940,1.000,2.000,5.000
309256.220,6143458.090,455.420,2.000,2.000,2.000
309257.170,6143458.090,464.940,1.000,2.000,5.000
309256.210,6143457.930,455.440,2.000,2.000,1.000
309257.160,6143457.940,464.900,1.000,2.000,5.000
309256.190,6143457.770,455.350,2.000,2.000,2.000
309257.260,6143457.810,466.030,1.000,3.000,5.000
309257.130,6143457.780,464.680,2.000,3.000,5.000
309256.180,6143457.600,455.290,3.000,3.000,2.000
309256.160,6143457.440,455.250,1.000,1.000,2.000
309256.150,6143457.280,455.240,1.000,1.000,2.000
309256.880,6143457.280,462.480,1.000,2.000,5.000
309256.140,6143457.120,455.230,2.000,2.000,2.000
309256.130,6143456.960,455.240,1.000,1.000,2.000
309256.120,6143456.780,455.230,1.000,1.000,2.000
309257.020,6143456.850,464.200,1.000,2.000,5.000
309256.110,6143456.620,455.240,2.000,2.000,1.000
309257.020,6143456.690,464.310,1.000,2.000,5.000
309256.100,6143456.470,455.200,2.000,2.000,1.000
309257.000,6143456.540,464.190,1.000,2.000,5.000
309256.090,6143456.300,455.240,2.000,2.000,1.000
309257.010,6143456.390,464.360,1.000,2.000,5.000
309256.080,6143456.140,455.220,2.000,2.000,1.000
309257.000,6143456.230,464.380,1.000,2.000,5.000
309256.060,6143455.980,455.150,2.000,2.000,1.000
309256.990,6143456.090,464.420,1.000,2.000,5.000
309256.040,6143455.810,455.030,2.000,2.000,1.000
309257.010,6143455.940,464.640,1.000,2.000,5.000
309256.030,6143455.650,455.070,2.000,2.000,1.000
309256.970,6143455.770,464.430,1.000,2.000,5.000
309256.030,6143455.490,455.190,2.000,2.000,1.000
309256.010,6143455.330,455.070,1.000,1.000,1.000
309255.980,6143455.150,454.860,1.000,1.000,2.000
309259.400,6143496.920,460.000,1.000,1.000,2.000
309259.390,6143496.740,460.040,1.000,1.000,2.000
309259.380,6143496.580,460.030,1.000,1.000,2.000
309259.370,6143496.420,460.040,1.000,1.000,2.000
309259.360,6143496.250,460.020,1.000,1.000,2.000
309259.350,6143496.090,459.990,1.000,1.000,2.000
309259.340,6143495.940,459.960,1.000,1.000,2.000
309259.330,6143495.770,459.960,1.000,1.000,2.000
309259.320,6143495.610,459.990,1.000,1.000,2.000
309259.300,6143495.440,459.950,1.000,1.000,2.000
309259.300,6143495.280,459.970,1.000,1.000,2.000
309259.290,6143495.120,459.980,1.000,1.000,2.000
309259.280,6143494.960,459.980,1.000,1.000,2.000
309259.260,6143494.790,459.970,1.000,1.000,2.000
309259.250,6143494.630,459.950,1.000,1.000,2.000
309259.240,6143494.470,459.940,1.000,1.000,2.000
309259.230,6143494.310,459.940,1.000,1.000,2.000
309259.220,6143494.150,459.930,1.000,1.000,2.000
309259.210,6143493.990,459.940,1.000,1.000,2.000
309259.200,6143493.810,459.960,1.000,1.000,2.000
309259.190,6143493.650,459.960,1.000,1.000,2.000
309259.180,6143493.500,459.920,1.000,1.000,2.000
309259.170,6143493.330,459.930,1.000,1.000,2.000
309259.150,6143493.180,459.900,1.000,1.000,2.000
309259.410,6143492.470,462.900,1.000,2.000,5.000
309259.140,6143493.020,459.840,2.000,2.000,2.000
309259.490,6143492.130,463.920,1.000,3.000,5.000
309259.380,6143492.350,462.700,2.000,3.000,5.000
309259.130,6143492.870,459.810,3.000,3.000,2.000
309259.490,6143491.940,464.040,1.000,3.000,5.000
309259.380,6143492.180,462.730,2.000,3.000,5.000
309259.110,6143492.710,459.750,3.000,3.000,2.000
309259.470,6143491.810,463.900,1.000,2.000,5.000
309259.090,6143492.560,459.680,2.000,2.000,2.000
309259.410,6143491.740,463.400,1.000,2.000,5.000
309259.080,6143492.400,459.670,2.000,2.000,2.000
309259.400,6143491.590,463.380,1.000,2.000,5.000
309259.070,6143492.240,459.680,2.000,2.000,2.000
309259.340,6143491.540,462.740,1.000,2.000,5.000
309259.060,6143492.090,459.630,2.000,2.000,2.000
309259.360,6143491.300,463.150,1.000,2.000,5.000
309259.050,6143491.930,459.630,2.000,2.000,2.000
309259.360,6143491.130,463.280,1.000,2.000,5.000
309259.040,6143491.770,459.600,2.000,2.000,2.000
309259.350,6143490.970,463.240,1.000,2.000,5.000
309259.070,6143491.510,460.080,2.000,2.000,2.000
309259.330,6143490.830,463.130,1.000,2.000,5.000
309259.040,6143491.390,459.880,2.000,2.000,2.000
309259.300,6143490.710,462.890,1.000,3.000,5.000
309259.120,6143491.060,460.890,2.000,3.000,1.000
309259.010,6143491.270,459.630,3.000,3.000,2.000
309259.270,6143490.590,462.680,1.000,3.000,5.000
309259.070,6143490.970,460.480,2.000,3.000,1.000
309258.990,6143491.120,459.520,3.000,3.000,2.000
309259.260,6143490.430,462.660,1.000,2.000,5.000
309258.970,6143490.970,459.490,2.000,2.000,2.000
309259.030,6143490.680,460.260,1.000,2.000,1.000
309258.960,6143490.810,459.460,2.000,2.000,2.000
309258.940,6143490.680,459.330,1.000,1.000,2.000
309259.030,6143490.340,460.410,1.000,2.000,1.000
309258.920,6143490.530,459.240,2.000,2.000,2.000
309259.050,6143490.100,460.790,1.000,2.000,1.000
309258.900,6143490.380,459.160,2.000,2.000,2.000
309259.010,6143489.990,460.470,1.000,2.000,1.000
309258.880,6143490.230,459.030,2.000,2.000,2.000
309258.860,6143490.090,458.930,1.000,1.000,2.000
309258.850,6143489.930,458.890,1.000,1.000,2.000
309258.830,6143489.780,458.840,1.000,1.000,2.000
309258.810,6143489.630,458.740,1.000,1.000,2.000
309258.810,6143489.460,458.780,1.000,1.000,2.000
309258.790,6143489.310,458.730,1.000,1.000,2.000
309258.780,6143489.150,458.680,1.000,1.000,2.000
309258.760,6143489.000,458.610,1.000,1.000,2.000
309258.750,6143488.840,458.590,1.000,1.000,2.000
309258.740,6143488.680,458.620,1.000,1.000,2.000
309258.720,6143488.540,458.480,1.000,1.000,2.000
309258.700,6143488.390,458.390,1.000,1.000,2.000
309258.690,6143488.230,458.360,1.000,1.000,2.000
309258.670,6143488.080,458.290,1.000,1.000,2.000
309258.670,6143487.920,458.240,1.000,1.000,2.000
309258.650,6143487.770,458.170,1.000,1.000,2.000
309258.630,6143487.610,458.100,1.000,1.000,2.000
309258.620,6143487.460,458.040,1.000,1.000,2.000
309258.600,6143487.310,457.940,1.000,1.000,2.000
309258.580,6143487.160,457.870,1.000,1.000,2.000
309258.560,6143487.010,457.740,1.000,1.000,2.000
309258.540,6143486.860,457.680,1.000,1.000,2.000
309258.530,6143486.710,457.610,1.000,1.000,2.000
309258.510,6143486.550,457.570,1.000,1.000,2.000
309258.500,6143486.400,457.480,1.000,1.000,2.000
309258.480,6143486.250,457.420,1.000,1.000,2.000
309258.470,6143486.080,457.390,1.000,1.000,2.000
309258.450,6143485.930,457.310,1.000,1.000,2.000
309258.440,6143485.770,457.290,1.000,1.000,2.000
309259.000,6143484.750,463.580,1.000,2.000,5.000
309258.420,6143485.620,457.240,2.000,2.000,2.000
309258.410,6143485.460,457.230,1.000,1.000,2.000
309259.210,6143484.090,466.150,1.000,2.000,5.000
309258.400,6143485.300,457.220,2.000,2.000,2.000
309259.220,6143483.910,466.290,1.000,2.000,5.000
309258.390,6143485.140,457.190,2.000,2.000,2.000
309259.240,6143483.710,466.690,1.000,3.000,5.000
309258.960,6143484.130,463.530,2.000,3.000,5.000
309258.370,6143484.980,457.120,3.000,3.000,2.000
309259.240,6143483.540,466.740,1.000,3.000,5.000
309258.950,6143483.970,463.550,2.000,3.000,5.000
309258.360,6143484.820,457.130,3.000,3.000,2.000
309259.220,6143483.400,466.660,1.000,3.000,5.000
309258.950,6143483.800,463.660,2.000,3.000,5.000
309258.350,6143484.660,457.100,3.000,3.000,2.000
309259.270,6143483.180,467.290,1.000,3.000,5.000
309258.950,6143483.640,463.770,2.000,3.000,5.000
309258.330,6143484.520,457.030,3.000,3.000,2.000
309259.240,6143483.060,467.090,1.000,3.000,5.000
309258.950,6143483.470,463.860,2.000,3.000,5.000
309258.320,6143484.360,456.980,3.000,3.000,2.000
309259.210,6143482.920,466.890,1.000,2.000,5.000
309258.300,6143484.200,456.950,2.000,2.000,2.000
309259.210,6143482.760,466.970,1.000,4.000,5.000
309258.660,6143483.530,460.940,2.000,4.000,5.000
309258.450,6143483.810,458.720,3.000,4.000,5.000
309258.290,6143484.050,456.900,4.000,4.000,2.000
309259.210,6143482.590,467.090,1.000,3.000,5.000
309258.660,6143483.350,461.060,2.000,3.000,5.000
309258.280,6143483.880,456.900,3.000,3.000,2.000
309259.150,6143482.510,466.500,1.000,2.000,5.000
309258.260,6143483.730,456.870,2.000,2.000,2.000
309258.630,6143483.050,460.980,1.000,2.000,5.000
309258.250,6143483.560,456.820,2.000,2.000,2.000
309258.630,6143482.880,461.030,1.000,2.000,5.000
309258.240,6143483.400,456.810,2.000,2.000,2.000
309258.590,6143482.760,460.720,1.000,2.000,5.000
309258.230,6143483.240,456.810,2.000,2.000,2.000
309258.970,6143482.080,464.990,1.000,3.000,5.000
309258.720,6143482.400,462.310,2.000,3.000,5.000
309258.210,6143483.100,456.690,3.000,3.000,2.000
309258.990,6143481.880,465.300,1.000,3.000,5.000
309258.710,6143482.260,462.280,2.000,3.000,5.000
309258.200,6143482.930,456.740,3.000,3.000,2.000
309259.170,6143481.480,467.380,1.000,3.000,5.000
309258.690,6143482.110,462.160,2.000,3.000,5.000
309258.230,6143482.720,457.150,3.000,3.000,1.000
309259.160,6143481.330,467.390,1.000,3.000,5.000
309258.660,6143481.980,461.910,2.000,3.000,5.000
309258.220,6143482.550,457.200,3.000,3.000,1.000
309259.180,6143481.140,467.640,1.000,3.000,5.000
309258.640,6143481.830,461.880,2.000,3.000,5.000
309258.200,6143482.400,457.020,3.000,3.000,2.000
309258.650,6143481.650,462.010,1.000,2.000,5.000
309258.180,6143482.250,456.950,2.000,2.000,2.000
309258.170,6143482.090,456.910,1.000,1.000,2.000
309258.160,6143481.920,456.970,1.000,1.000,2.000
309258.200,6143481.690,457.510,1.000,1.000,2.000
309258.200,6143481.520,457.630,1.000,1.000,2.000
309258.220,6143481.330,457.900,1.000,1.000,2.000
309258.210,6143481.160,457.950,1.000,1.000,2.000
309258.250,6143480.940,458.530,1.000,1.000,1.000
309258.230,6143480.800,458.360,1.000,1.000,2.000
309258.240,6143480.610,458.550,1.000,1.000,2.000
309258.230,6143480.440,458.620,1.000,1.000,2.000
309258.730,6143479.690,464.040,1.000,2.000,5.000
309258.230,6143480.270,458.660,2.000,2.000,2.000
309258.220,6143480.110,458.750,1.000,1.000,2.000
309258.220,6143479.950,458.780,1.000,1.000,2.000
309258.300,6143479.680,459.750,1.000,2.000,1.000
309258.220,6143479.770,458.910,2.000,2.000,2.000
309258.930,6143478.800,466.610,1.000,2.000,5.000
309258.310,6143479.500,459.950,2.000,2.000,1.000
309258.860,6143478.710,466.030,1.000,2.000,5.000
309258.300,6143479.340,459.950,2.000,2.000,1.000
309258.280,6143479.190,459.870,1.000,2.000,1.000
309258.200,6143479.280,459.040,2.000,2.000,2.000
309258.610,6143478.660,463.520,1.000,2.000,5.000
309258.200,6143479.110,459.100,2.000,2.000,2.000
309258.680,6143478.420,464.390,1.000,3.000,5.000
309258.420,6143478.700,461.660,2.000,3.000,5.000
309258.170,6143478.970,458.970,3.000,3.000,2.000
309258.810,6143478.110,465.900,1.000,4.000,5.000
309258.660,6143478.270,464.330,2.000,4.000,5.000
309258.430,6143478.520,461.780,3.000,4.000,5.000
309258.160,6143478.810,458.950,4.000,4.000,2.000
309258.820,6143477.960,465.940,1.000,4.000,5.000
309258.640,6143478.140,464.100,2.000,4.000,5.000
309258.470,6143478.310,462.290,3.000,4.000,5.000
309258.160,6143478.650,458.970,4.000,4.000,2.000
309258.800,6143477.810,465.850,1.000,3.000,5.000
309258.610,6143478.010,463.860,2.000,3.000,5.000
309258.520,6143478.090,462.890,3.000,3.000,5.000
309258.820,6143477.620,466.190,1.000,4.000,5.000
309258.600,6143477.850,463.850,2.000,4.000,5.000
309258.440,6143478.020,462.140,3.000,4.000,5.000
309258.170,6143478.300,459.230,4.000,4.000,1.000
309258.950,6143477.330,467.650,1.000,4.000,5.000
309258.810,6143477.470,466.160,2.000,4.000,5.000
309258.680,6143477.610,464.750,3.000,4.000,5.000
309258.610,6143477.670,464.030,4.000,4.000,5.000
309258.780,6143477.340,465.970,1.000,2.000,5.000
309258.680,6143477.430,464.930,2.000,2.000,5.000
309258.920,6143477.020,467.600,1.000,5.000,5.000
309258.760,6143477.200,465.830,2.000,5.000,5.000
309258.650,6143477.310,464.650,3.000,5.000,5.000
309258.400,6143477.550,462.060,4.000,5.000,5.000
309258.140,6143477.810,459.270,5.000,5.000,2.000
309258.810,6143476.970,466.550,1.000,3.000,5.000
309258.750,6143477.040,465.880,2.000,3.000,5.000
309258.230,6143477.560,460.310,3.000,3.000,1.000
309258.800,6143476.830,466.490,1.000,4.000,5.000
309258.600,6143477.030,464.330,2.000,4.000,5.000
309258.340,6143477.270,461.640,3.000,4.000,5.000
309258.110,6143477.510,459.150,4.000,4.000,2.000
309258.740,6143476.720,465.930,1.000,2.000,5.000
309258.090,6143477.350,459.090,2.000,2.000,2.000
309258.830,6143476.470,467.070,1.000,4.000,5.000
309258.730,6143476.570,465.950,2.000,4.000,5.000
309258.300,6143476.980,461.410,3.000,4.000,5.000
309258.090,6143477.180,459.140,4.000,4.000,2.000
309258.860,6143476.280,467.450,1.000,2.000,5.000
309258.790,6143476.340,466.740,2.000,2.000,5.000
309258.840,6143476.130,467.330,1.000,2.000,5.000
309258.550,6143476.420,464.220,2.000,2.000,5.000
309258.800,6143476.020,466.970,1.000,3.000,5.000
309258.640,6143476.170,465.270,2.000,3.000,5.000
309258.050,6143476.710,459.060,3.000,3.000,2.000
