"X","Y","Z","ReturnNumber","NumberOfReturns","Classification"
309233.060,6143495.490,459.620,2.000,2.000,2.000
309233.690,6143493.770,467.920,1.000,2.000,5.000
309233.040,6143495.330,459.640,2.000,2.000,2.000
309233.670,6143493.650,467.730,1.000,2.000,5.000
309233.030,6143495.170,459.650,2.000,2.000,2.000
309233.650,6143493.490,467.730,1.000,2.000,5.000
309233.010,6143495.000,459.660,2.000,2.000,2.000
309233.650,6143493.320,467.830,1.000,2.000,5.000
309233.000,6143494.840,459.670,2.000,2.000,2.000
309232.980,6143494.680,459.660,1.000,1.000,2.000
309232.970,6143494.500,459.680,1.000,1.000,2.000
309233.080,6143494.060,461.230,1.000,2.000,1.000
309232.960,6143494.340,459.720,2.000,2.000,2.000
309232.960,6143494.130,459.950,1.000,1.000,2.000
309232.950,6143493.960,459.970,1.000,1.000,2.000
309232.940,6143493.800,459.990,1.000,1.000,2.000
309232.920,6143493.640,459.980,1.000,1.000,2.000
309232.910,6143493.470,459.990,1.000,1.000,2.000
309232.890,6143493.310,460.000,1.000,1.000,2.000
309232.870,6143493.150,459.960,1.000,1.000,2.000
309232.860,6143492.990,459.980,1.000,1.000,2.000
309232.840,6143492.840,459.870,1.000,1.000,2.000
309232.710,6143491.370,459.970,1.000,1.000,2.000
309232.700,6143491.210,459.990,1.000,1.000,2.000
309232.680,6143491.050,459.970,1.000,1.000,2.000
309232.670,6143490.870,460.000,1.000,1.000,2.000
309232.650,6143490.720,459.990,1.000,1.000,2.000
309232.640,6143490.550,460.000,1.000,1.000,2.000
309232.620,6143490.390,460.000,1.000,1.000,2.000
309232.620,6143490.230,460.000,1.000,1.000,2.000
309232.600,6143490.080,459.960,1.000,1.000,2.000
309232.590,6143489.900,460.020,1.000,1.000,2.000
309232.570,6143489.750,459.970,1.000,1.000,2.000
309232.560,6143489.580,459.990,1.000,1.000,2.000
309232.540,6143489.420,459.990,1.000,1.000,2.000
309232.530,6143489.260,459.990,1.000,1.000,2.000
309232.510,6143489.100,460.000,1.000,1.000,2.000
309232.500,6143488.940,459.990,1.000,1.000,2.000
309232.480,6143488.780,459.990,1.000,1.000,2.000
309232.470,6143488.610,460.000,1.000,1.000,2.000
309232.450,6143488.450,460.000,1.000,1.000,2.000
309232.440,6143488.290,460.000,1.000,1.000,2.000
309232.420,6143488.130,459.960,1.000,1.000,2.000
309232.410,6143487.970,460.020,1.000,1.000,2.000
309232.390,6143487.810,459.980,1.000,1.000,2.000
309232.380,6143487.650,460.000,1.000,1.000,2.000
309232.360,6143487.490,459.990,1.000,1.000,2.000
309232.350,6143487.330,459.990,1.000,1.000,2.000
309232.340,6143487.170,460.000,1.000,1.000,2.000
309232.320,6143487.010,460.010,1.000,1.000,2.000
309232.310,6143486.850,459.990,1.000,1.000,2.000
309232.290,6143486.690,460.010,1.000,1.000,2.000
309232.280,6143486.530,459.980,1.000,1.000,2.000
309232.260,6143486.360,459.990,1.000,1.000,2.000
309232.510,6143485.770,463.170,1.000,2.000,6.000
309232.250,6143486.200,459.990,2.000,2.000,2.000
309232.500,6143485.610,463.230,1.000,1.000,6.000
309232.490,6143485.440,463.240,1.000,1.000,6.000
309232.470,6143485.280,463.240,1.000,1.000,6.000
309232.460,6143485.120,463.250,1.000,1.000,6.000
309232.450,6143484.970,463.240,1.000,1.000,6.000
309232.430,6143484.810,463.250,1.000,1.000,6.000
309232.420,6143484.650,463.250,1.000,1.000,6.000
309232.410,6143484.490,463.280,1.000,1.000,6.000
309232.390,6143484.340,463.270,1.000,1.000,6.000
309232.380,6143484.180,463.280,1.000,1.000,6.000
309232.360,6143484.020,463.270,1.000,1.000,6.000
309232.350,6143483.870,463.290,1.000,1.000,6.000
309232.330,6143483.710,463.280,1.000,1.000,6.000
309232.320,6143483.550,463.290,1.000,1.000,6.000
309232.310,6143483.390,463.300,1.000,1.000,6.000
309232.290,6143483.240,463.280,1.000,1.000,6.000
309232.280,6143483.070,463.310,1.000,1.000,6.000
309232.280,6143482.890,463.560,1.000,1.000,6.000
309232.280,6143482.710,463.700,1.000,1.000,6.000
309232.280,6143482.540,463.850,1.000,1.000,6.000
309232.280,6143482.370,463.980,1.000,1.000,6.000
309232.270,6143482.190,464.120,1.000,1.000,6.000
309232.270,6143482.030,464.260,1.000,1.000,6.000
309232.270,6143481.850,464.400,1.000,1.000,6.000
309232.170,6143481.810,463.380,1.000,1.000,1.000
309232.150,6143481.660,463.350,1.000,1.000,6.000
309232.140,6143481.490,463.370,1.000,1.000,6.000
309232.130,6143481.350,463.440,1.000,1.000,6.000
309232.110,6143481.190,463.400,1.000,1.000,6.000
309232.100,6143481.030,463.390,1.000,1.000,6.000
309232.090,6143480.880,463.420,1.000,1.000,6.000
309232.080,6143480.710,463.390,1.000,1.000,6.000
309232.070,6143480.560,463.420,1.000,1.000,6.000
309232.050,6143480.400,463.410,1.000,1.000,6.000
309232.040,6143480.240,463.430,1.000,1.000,6.000
309232.020,6143480.090,463.430,1.000,1.000,6.000
309232.010,6143479.930,463.430,1.000,1.000,6.000
309232.010,6143479.760,463.580,1.000,1.000,6.000
309232.010,6143479.580,463.720,1.000,1.000,6.000
309232.010,6143479.420,463.870,1.000,1.000,6.000
309232.000,6143479.240,464.000,1.000,1.000,6.000
309232.000,6143479.070,464.150,1.000,1.000,6.000
309232.000,6143478.910,464.280,1.000,1.000,6.000
309231.990,6143478.730,464.410,1.000,1.000,6.000
309231.990,6143478.570,464.560,1.000,1.000,1.000
309231.890,6143478.520,463.500,1.000,1.000,6.000
309231.870,6143478.360,463.490,1.000,1.000,6.000
309231.860,6143478.210,463.500,1.000,1.000,6.000
309231.840,6143478.050,463.500,1.000,1.000,6.000
309231.830,6143477.880,463.510,1.000,1.000,6.000
309231.820,6143477.730,463.520,1.000,1.000,6.000
309231.800,6143477.570,463.520,1.000,1.000,6.000
309231.790,6143477.420,463.530,1.000,1.000,6.000
309231.770,6143477.260,463.540,1.000,1.000,6.000
309231.760,6143477.110,463.550,1.000,1.000,6.000
309231.750,6143476.950,463.560,1.000,1.000,6.000
309231.730,6143476.790,463.550,1.000,1.000,6.000
309231.720,6143476.640,463.570,1.000,1.000,6.000
309231.710,6143476.490,463.570,1.000,1.000,6.000
309231.690,6143476.320,463.580,1.000,1.000,6.000
309231.680,6143476.160,463.590,1.000,1.000,6.000
309231.660,6143476.010,463.590,1.000,1.000,6.000
309231.650,6143475.850,463.600,1.000,1.000,6.000
309231.640,6143475.700,463.620,1.000,1.000,6.000
309231.630,6143475.540,463.640,1.000,1.000,6.000
309231.610,6143475.390,463.630,1.000,1.000,6.000
309231.600,6143475.230,463.640,1.000,1.000,6.000
309231.580,6143475.080,463.640,1.000,1.000,6.000
309231.570,6143474.910,463.660,1.000,1.000,6.000
309231.210,6143475.040,459.830,1.000,1.000,2.000
309231.200,6143474.890,459.800,1.000,1.000,2.000
309231.180,6143474.730,459.810,1.000,1.000,2.000
309231.170,6143474.580,459.800,1.000,1.000,2.000
309231.150,6143474.410,459.810,1.000,1.000,2.000
309231.140,6143474.260,459.800,1.000,1.000,2.000
309231.120,6143474.100,459.800,1.000,1.000,2.000
309231.110,6143473.930,459.810,1.000,1.000,2.000
309231.090,6143473.770,459.800,1.000,1.000,2.000
309231.080,6143473.630,459.790,1.000,1.000,2.000
309231.070,6143473.460,459.830,1.000,1.000,2.000
309231.050,6143473.300,459.790,1.000,1.000,2.000
309231.040,6143473.140,459.810,1.000,1.000,2.000
309231.330,6143472.770,463.210,1.000,2.000,6.000
309231.020,6143472.980,459.830,2.000,2.000,2.000
309231.310,6143472.610,463.200,1.000,2.000,6.000
309231.010,6143472.830,459.780,2.000,2.000,2.000
309231.300,6143472.470,463.170,1.000,1.000,6.000
309231.290,6143472.300,463.230,1.000,2.000,6.000
309230.980,6143472.510,459.800,2.000,2.000,2.000
309230.960,6143472.350,459.810,1.000,1.000,2.000
309230.950,6143472.190,459.800,1.000,1.000,2.000
309230.940,6143472.040,459.770,1.000,1.000,2.000
309230.930,6143471.880,459.770,1.000,1.000,2.000
309230.910,6143471.710,459.780,1.000,1.000,2.000
309230.900,6143471.560,459.770,1.000,1.000,2.000
309230.880,6143471.400,459.760,1.000,1.000,2.000
309230.870,6143471.250,459.760,1.000,1.000,2.000
309230.850,6143471.090,459.750,1.000,1.000,2.000
309230.840,6143470.920,459.770,1.000,1.000,2.000
309230.820,6143470.770,459.720,1.000,1.000,2.000
309230.800,6143470.610,459.720,1.000,1.000,2.000
309230.790,6143470.450,459.680,1.000,1.000,2.000
309230.770,6143470.290,459.670,1.000,1.000,2.000
309230.750,6143470.140,459.650,1.000,1.000,2.000
309230.740,6143469.970,459.680,1.000,1.000,2.000
309230.730,6143469.830,459.660,1.000,1.000,2.000
309230.710,6143469.670,459.660,1.000,1.000,2.000
309230.690,6143469.510,459.620,1.000,1.000,2.000
309230.680,6143469.350,459.620,1.000,1.000,2.000
309230.660,6143469.190,459.590,1.000,1.000,2.000
309230.650,6143469.030,459.600,1.000,1.000,2.000
309230.630,6143468.870,459.580,1.000,1.000,2.000
309230.620,6143468.720,459.560,1.000,1.000,2.000
309230.600,6143468.560,459.530,1.000,1.000,2.000
309230.580,6143468.400,459.530,1.000,1.000,2.000
309230.570,6143468.240,459.500,1.000,1.000,2.000
309230.550,6143468.080,459.480,1.000,1.000,2.000
309230.530,6143467.930,459.460,1.000,1.000,2.000
309230.510,6143467.770,459.420,1.000,1.000,2.000
309230.500,6143467.610,459.440,1.000,1.000,2.000
309230.490,6143467.450,459.430,1.000,1.000,2.000
309230.470,6143467.290,459.380,1.000,1.000,2.000
309230.450,6143467.130,459.390,1.000,1.000,2.000
309230.440,6143466.970,459.370,1.000,1.000,2.000
309230.420,6143466.810,459.360,1.000,1.000,2.000
309230.400,6143466.660,459.310,1.000,1.000,2.000
309230.390,6143466.500,459.290,1.000,1.000,2.000
309230.380,6143466.350,459.340,1.000,1.000,2.000
309230.360,6143466.190,459.310,1.000,1.000,2.000
309230.340,6143466.030,459.290,1.000,1.000,2.000
309230.320,6143465.860,459.270,1.000,1.000,2.000
309230.310,6143465.710,459.290,1.000,1.000,2.000
309230.300,6143465.550,459.270,1.000,1.000,2.000
309230.280,6143465.390,459.270,1.000,1.000,2.000
309230.270,6143465.230,459.260,1.000,1.000,2.000
309230.250,6143465.070,459.260,1.000,1.000,2.000
309230.240,6143464.910,459.260,1.000,1.000,2.000
309230.220,6143464.760,459.220,1.000,1.000,2.000
309230.200,6143464.600,459.220,1.000,1.000,2.000
309230.190,6143464.450,459.220,1.000,1.000,2.000
309230.170,6143464.290,459.220,1.000,1.000,2.000
309230.160,6143464.130,459.240,1.000,1.000,2.000
309230.150,6143463.970,459.220,1.000,1.000,2.000
309230.130,6143463.810,459.200,1.000,1.000,2.000
309230.120,6143463.650,459.220,1.000,1.000,2.000
309230.100,6143463.490,459.220,1.000,1.000,2.000
309230.080,6143463.330,459.180,1.000,1.000,2.000
309230.070,6143463.180,459.220,1.000,1.000,2.000
309230.060,6143463.010,459.180,1.000,1.000,2.000
309230.040,6143462.860,459.120,1.000,1.000,2.000
309230.030,6143462.700,459.120,1.000,1.000,2.000
309230.010,6143462.540,459.080,1.000,1.000,2.000
309229.990,6143462.380,459.030,1.000,1.000,2.000
309229.970,6143462.220,459.000,1.000,1.000,2.000
309229.950,6143462.060,458.930,1.000,1.000,2.000
309229.940,6143461.910,458.940,1.000,1.000,2.000
309229.920,6143461.750,458.900,1.000,1.000,2.000
309229.900,6143461.590,458.870,1.000,1.000,2.000
309229.890,6143461.440,458.850,1.000,1.000,2.000
309229.860,6143461.270,458.790,1.000,1.000,2.000
309229.850,6143461.110,458.770,1.000,1.000,2.000
309229.830,6143460.960,458.710,1.000,1.000,2.000
309229.810,6143460.800,458.700,1.000,1.000,2.000
309229.790,6143460.640,458.640,1.000,1.000,2.000
309229.770,6143460.480,458.590,1.000,1.000,2.000
309229.750,6143460.320,458.540,1.000,1.000,2.000
309229.740,6143460.160,458.530,1.000,1.000,2.000
309229.720,6143460.000,458.530,1.000,1.000,2.000
309229.700,6143459.840,458.430,1.000,1.000,2.000
309229.680,6143459.680,458.410,1.000,1.000,2.000
309229.660,6143459.520,458.340,1.000,1.000,2.000
309229.640,6143459.360,458.310,1.000,1.000,2.000
309229.620,6143459.200,458.240,1.000,1.000,2.000
309229.600,6143459.040,458.190,1.000,1.000,2.000
309229.580,6143458.880,458.160,1.000,1.000,2.000
309229.570,6143458.710,458.140,1.000,1.000,2.000
309229.550,6143458.560,458.110,1.000,1.000,2.000
309229.530,6143458.400,458.100,1.000,1.000,2.000
309229.520,6143458.240,458.070,1.000,1.000,2.000
309229.500,6143458.080,458.060,1.000,1.000,2.000
309229.480,6143457.920,458.040,1.000,1.000,2.000
309229.470,6143457.760,458.050,1.000,1.000,2.000
309229.450,6143457.600,458.040,1.000,1.000,2.000
309229.440,6143457.440,458.030,1.000,1.000,2.000
309229.420,6143457.270,458.030,1.000,1.000,2.000
309229.400,6143457.120,457.990,1.000,1.000,2.000
309229.390,6143456.960,457.990,1.000,1.000,2.000
309229.370,6143456.800,457.970,1.000,1.000,2.000
309229.360,6143456.640,457.980,1.000,1.000,2.000
309229.340,6143456.470,457.950,1.000,1.000,2.000
309229.330,6143456.310,457.940,1.000,1.000,2.000
309229.310,6143456.150,457.920,1.000,1.000,2.000
309229.290,6143455.990,457.910,1.000,1.000,2.000
309229.280,6143455.840,457.890,1.000,1.000,2.000
309229.260,6143455.670,457.900,1.000,1.000,2.000
309229.240,6143455.510,457.850,1.000,1.000,2.000
309229.230,6143455.350,457.860,1.000,1.000,2.000
309229.210,6143455.190,457.840,1.000,1.000,2.000
309229.200,6143455.030,457.870,1.000,1.000,2.000
309234.260,6143496.900,467.480,1.000,2.000,5.000
309234.240,6143496.730,467.520,1.000,3.000,5.000
309234.030,6143495.730,466.210,1.000,2.000,5.000
309233.800,6143496.300,463.360,2.000,2.000,5.000
309234.040,6143495.490,466.620,1.000,2.000,5.000
309233.780,6143496.160,463.180,2.000,2.000,5.000
309234.020,6143495.360,466.500,1.000,3.000,5.000
309233.960,6143495.510,465.700,2.000,3.000,5.000
309233.480,6143496.720,459.540,3.000,3.000,2.000
309234.020,6143495.140,466.750,1.000,2.000,5.000
309233.460,6143496.550,459.550,2.000,2.000,2.000
309233.980,6143495.070,466.380,1.000,2.000,5.000
309233.740,6143495.680,463.250,2.000,2.000,5.000
309234.030,6143494.760,467.160,1.000,3.000,5.000
309233.970,6143494.900,466.410,2.000,3.000,5.000
309233.440,6143496.210,459.600,3.000,3.000,2.000
309233.990,6143494.650,466.880,1.000,2.000,5.000
309233.420,6143496.050,459.610,2.000,2.000,2.000
309233.990,6143494.460,467.090,1.000,2.000,5.000
309233.400,6143495.900,459.580,2.000,2.000,2.000
309233.970,6143494.310,467.030,1.000,2.000,5.000
309233.390,6143495.730,459.580,2.000,2.000,2.000
309234.040,6143493.970,468.020,1.000,3.000,5.000
309233.960,6143494.160,467.000,2.000,3.000,5.000
309233.380,6143495.560,459.640,3.000,3.000,2.000
309234.010,6143493.840,467.860,1.000,3.000,5.000
309233.930,6143494.030,466.830,2.000,3.000,5.000
309233.360,6143495.390,459.650,3.000,3.000,2.000
309234.000,6143493.680,467.900,1.000,3.000,5.000
309233.960,6143493.790,467.330,2.000,3.000,5.000
309233.350,6143495.230,459.650,3.000,3.000,2.000
309233.970,6143493.560,467.670,1.000,2.000,5.000
309233.340,6143495.050,459.690,2.000,2.000,2.000
309233.320,6143494.890,459.680,1.000,1.000,2.000
309233.310,6143494.720,459.720,1.000,1.000,2.000
309233.290,6143494.560,459.700,1.000,1.000,2.000
309233.300,6143494.350,459.930,1.000,1.000,2.000
309233.290,6143494.190,459.980,1.000,1.000,2.000
309233.270,6143494.020,459.990,1.000,1.000,2.000
309233.260,6143493.860,459.980,1.000,1.000,2.000
309233.240,6143493.700,459.990,1.000,1.000,2.000
309233.230,6143493.540,460.000,1.000,1.000,2.000
309233.210,6143493.380,459.980,1.000,1.000,2.000
309233.200,6143493.210,459.980,1.000,1.000,2.000
309233.180,6143493.050,460.000,1.000,1.000,2.000
309232.970,6143490.770,460.000,1.000,1.000,2.000
309232.960,6143490.610,459.980,1.000,1.000,2.000
309232.940,6143490.450,459.980,1.000,1.000,2.000
309232.930,6143490.290,459.990,1.000,1.000,2.000
309232.920,6143490.130,460.000,1.000,1.000,2.000
309232.910,6143489.970,459.970,1.000,1.000,2.000
309232.890,6143489.810,459.990,1.000,1.000,2.000
309232.880,6143489.640,459.990,1.000,1.000,2.000
309232.860,6143489.480,459.990,1.000,1.000,2.000
309232.850,6143489.320,460.000,1.000,1.000,2.000
309232.840,6143489.160,460.000,1.000,1.000,2.000
309232.820,6143489.000,460.000,1.000,1.000,2.000
309232.810,6143488.840,460.000,1.000,1.000,2.000
309232.790,6143488.680,459.990,1.000,1.000,2.000
309232.780,6143488.520,460.010,1.000,1.000,2.000
309232.760,6143488.360,460.000,1.000,1.000,2.000
309232.740,6143488.190,459.980,1.000,1.000,2.000
309232.730,6143488.030,459.990,1.000,1.000,2.000
309232.720,6143487.870,460.010,1.000,1.000,2.000
309232.700,6143487.710,459.990,1.000,1.000,2.000
309232.690,6143487.550,459.990,1.000,1.000,2.000
309232.670,6143487.390,460.010,1.000,1.000,2.000
309232.660,6143487.230,460.000,1.000,1.000,2.000
309232.640,6143487.070,460.010,1.000,1.000,2.000
309232.630,6143486.910,460.010,1.000,1.000,2.000
309232.610,6143486.750,459.970,1.000,1.000,2.000
309232.600,6143486.590,460.000,1.000,1.000,2.000
309232.870,6143485.970,463.290,1.000,2.000,6.000
309232.580,6143486.430,459.990,2.000,2.000,2.000
309232.850,6143485.810,463.270,1.000,1.000,6.000
309232.840,6143485.650,463.290,1.000,1.000,6.000
309232.820,6143485.500,463.290,1.000,1.000,6.000
309232.810,6143485.340,463.280,1.000,1.000,6.000
309232.880,6143485.040,464.300,1.000,1.000,1.000
309232.880,6143484.870,464.410,1.000,3.000,1.000
309232.780,6143485.010,463.320,2.000,3.000,6.000
309232.240,6143485.870,456.950,3.000,3.000,1.000
309232.770,6143484.870,463.290,1.000,1.000,6.000
309232.750,6143484.700,463.300,1.000,1.000,6.000
309232.740,6143484.540,463.310,1.000,1.000,6.000
309232.720,6143484.380,463.300,1.000,1.000,6.000
309232.710,6143484.230,463.310,1.000,1.000,6.000
309232.700,6143484.070,463.330,1.000,1.000,6.000
309232.680,6143483.910,463.320,1.000,1.000,6.000
309232.670,6143483.760,463.340,1.000,1.000,6.000
309232.660,6143483.600,463.340,1.000,1.000,6.000
309232.640,6143483.440,463.330,1.000,1.000,6.000
309232.630,6143483.290,463.340,1.000,1.000,6.000
309232.610,6143483.130,463.360,1.000,1.000,6.000
309232.600,6143482.960,463.380,1.000,1.000,6.000
309232.610,6143482.780,463.610,1.000,1.000,6.000
309232.600,6143482.610,463.740,1.000,1.000,6.000
309232.600,6143482.440,463.880,1.000,1.000,6.000
309232.600,6143482.260,464.020,1.000,1.000,6.000
309232.600,6143482.090,464.170,1.000,1.000,6.000
309232.590,6143481.920,464.300,1.000,1.000,6.000
309232.590,6143481.750,464.430,1.000,1.000,6.000
309232.490,6143481.710,463.420,1.000,1.000,6.000
309232.470,6143481.550,463.420,1.000,1.000,6.000
309232.460,6143481.400,463.420,1.000,1.000,6.000
309232.450,6143481.250,463.430,1.000,1.000,6.000
309232.430,6143481.090,463.420,1.000,1.000,6.000
309232.420,6143480.930,463.440,1.000,1.000,6.000
309232.410,6143480.770,463.460,1.000,1.000,6.000
309232.400,6143480.610,463.450,1.000,1.000,6.000
309232.390,6143480.460,463.470,1.000,1.000,6.000
309232.370,6143480.300,463.460,1.000,1.000,6.000
309232.360,6143480.140,463.460,1.000,1.000,6.000
309232.350,6143479.990,463.490,1.000,1.000,6.000
309232.330,6143479.830,463.480,1.000,1.000,6.000
309232.330,6143479.660,463.610,1.000,1.000,6.000
309232.330,6143479.480,463.780,1.000,1.000,6.000
309232.330,6143479.320,463.910,1.000,1.000,6.000
309232.330,6143479.150,464.040,1.000,1.000,6.000
309232.320,6143478.980,464.200,1.000,1.000,6.000
309232.320,6143478.810,464.330,1.000,1.000,6.000
309232.320,6143478.650,464.460,1.000,1.000,6.000
309232.320,6143478.470,464.610,1.000,1.000,1.000
309232.210,6143478.420,463.550,1.000,1.000,6.000
309232.190,6143478.260,463.530,1.000,1.000,6.000
309232.190,6143478.100,463.600,1.000,1.000,6.000
309232.170,6143477.940,463.590,1.000,1.000,6.000
309232.150,6143477.800,463.550,1.000,1.000,6.000
309232.140,6143477.630,463.580,1.000,1.000,6.000
309232.130,6143477.490,463.570,1.000,1.000,6.000
309232.110,6143477.320,463.580,1.000,1.000,6.000
309232.100,6143477.170,463.590,1.000,1.000,6.000
309232.080,6143477.010,463.590,1.000,1.000,6.000
309232.070,6143476.860,463.610,1.000,1.000,6.000
309232.060,6143476.700,463.620,1.000,1.000,6.000
309232.040,6143476.540,463.610,1.000,1.000,6.000
309232.030,6143476.390,463.610,1.000,1.000,6.000
309232.020,6143476.230,463.630,1.000,1.000,6.000
309232.000,6143476.070,463.660,1.000,1.000,6.000
309231.990,6143475.920,463.640,1.000,1.000,6.000
309231.980,6143475.760,463.670,1.000,1.000,6.000
309231.960,6143475.600,463.670,1.000,1.000,6.000
309231.950,6143475.450,463.670,1.000,1.000,6.000
309231.940,6143475.290,463.690,1.000,1.000,6.000
309231.920,6143475.140,463.700,1.000,1.000,6.000
309231.910,6143474.980,463.700,1.000,1.000,6.000
309231.900,6143474.830,463.710,1.000,1.000,6.000
